NUM,ACH1,ACH2,ACH3,ACH4,ACH5,ACH6,ACH7,ACH8,ACH9,ACH10,ACH11,ACH12,ACH13,ACH14,ACH15,ACH16,ACH17,ACH18,ACH19,ACH20,ACH21,ACH22,ACH23,ACH24,ACH25,ACH26,ACH27,ACH28,ACH29,ACH30
163,9757,4906,9527,1260,-3999,2678,-693,3728,-2032,1417,-4047,2548,1255,-3983,2716,0,290,0,6036,3948,8904,7129,8962,7204,-1225,-36,-3452,-3430,7183,7183
164,9753,4854,9527,2402,-4053,1655,-1831,3681,-1086,2451,-4096,1498,2418,-4048,1677,0,173,0,6036,3947,8900,7129,8955,7193,-1336,-50,-3452,-3331,7190,7190
165,9753,4822,9527,3262,-3745,394,-2798,3262,86,3268,-3760,173,3295,-3750,416,0,145,0,6036,3947,8910,7187,8965,7216,-1407,-67,-3452,-3439,7217,7217
166,9753,4842,9527,3787,-3079,-899,-3367,2613,571,3776,-3035,-1098,3836,-3085,-888,0,121,0,6029,3947,8904,7222,8958,7216,-1401,-69,-3452,-3451,7195,7198
167,9753,4892,9527,3982,-2122,-2138,-3412,1730,1777,3928,-2039,-2315,4025,-2127,-2127,0,84,0,6039,3947,8907,7187,8962,7193,-1307,-71,-3452,-3385,7193,7195
168,9750,4934,9527,3782,-937,-3106,-3088,658,2822,3673,-822,-3246,3830,-942,-3090,0,32,0,6039,3948,8907,7234,8962,7216,-1208,-72,-3452,-3116,7193,7193
169,9757,4928,9527,3214,297,-3777,-2522,-121,3515,3084,508,-3852,3262,286,-3772,0,-43,0,6036,3948,8900,7141,8962,7181,-1172,-60,-3452,-3129,7208,7210
170,9753,4880,9527,2375,1671,-4042,-1749,-1058,3733,2180,1753,-4101,2424,1671,-4048,0,-118,0,6039,3947,8900,7211,8955,7204,-1254,-35,-3452,-3249,7237,7237
171,9760,4836,9527,1276,2737,-3956,-716,-2213,3524,1065,2770,-3977,1325,2754,-3961,0,-169,0,6036,3947,8907,7141,8958,7145,-1377,-12,-3452,-3363,7139,7139
172,9763,4824,9527,97,3468,-3518,-14,-3067,3044,-124,3479,-3484,113,3506,-3523,0,-272,0,6036,3948,8900,7176,8958,7193,-1436,4,-3452,-3384,7205,7208
173,9773,4866,9527,-1499,3917,-2652,1220,-3447,2166,-1715,3933,-2526,-1483,3949,-2668,0,-291,0,6039,3947,8907,7258,8962,7216,-1354,20,-3452,-3235,7248,7248
174,9767,4914,9527,-2479,3971,-1710,2234,-3339,1337,-2667,3895,-1623,-2457,4014,-1743,0,-230,0,6045,3948,8904,7153,8958,7086,-1254,34,-3452,-3345,7154,7154
175,9777,4942,9527,-3355,3641,-471,3180,-2950,131,-3490,3533,-286,-3328,3673,-487,0,-207,0,6039,3947,8900,7164,8955,7216,-1184,51,-3452,-3529,7212,7215
176,9773,4924,9527,-3891,2992,773,3641,-2295,-400,-3998,2824,914,-3869,3024,773,0,-160,0,6045,3945,8897,7164,8958,7228,-1196,56,-3452,-3657,7247,7248
177,9773,4862,9527,-4069,1904,2202,3718,-1278,-1653,-4128,1693,2294,-4059,1937,2202,0,-85,0,6039,3946,8900,7117,8955,7122,-1336,55,-3452,-3697,7166,7168
178,9780,4830,9527,-3875,860,3013,3433,-365,-2573,-3890,638,3089,-3869,898,3024,0,-38,0,6032,3946,8904,7164,8955,7181,-1389,58,-3452,-3540,7198,7200
179,9773,4836,9527,-3323,-423,3668,2850,187,-3281,-3306,-654,3684,-3323,-390,3684,0,46,0,6036,3946,8900,7153,8958,7193,-1424,52,-3452,-3545,7203,7205
180,9773,4888,9527,-2452,-1759,3966,2002,1440,-3484,-2326,-1958,3982,-2457,-1721,3982,0,98,0,6039,3947,8907,7234,8962,7204,-1325,24,-3452,-3707,7198,7200
181,9770,4936,9527,-1342,-2820,3885,1004,2522,-3285,-1255,-2970,3841,-1348,-2787,3917,0,131,0,6036,3947,8904,7199,8958,7240,-1225,0,-3452,-3744,7210,7212
182,9763,4950,9527,-125,-3583,3462,-39,3398,-2800,-108,-3690,3349,-120,-3534,3490,0,257,0,6036,3948,8907,7222,8958,7181,-1149,-21,-3452,-3702,7186,7188
183,9767,4910,9527,1266,-3999,2683,-704,3728,-2032,1417,-4052,2543,1255,-3983,2721,0,295,0,6036,3948,8900,7117,8955,7204,-1225,-35,-3452,-3423,7181,7181
184,9767,4860,9527,2407,-4059,1661,-1833,3676,-1091,2456,-4090,1498,2429,-4037,1682,0,192,0,6032,3947,8904,7164,8958,7157,-1342,-47,-3452,-3333,7190,7190
185,9763,4828,9527,3257,-3756,400,-2775,3278,88,3273,-3765,167,3284,-3750,411,0,126,0,6036,3947,8907,7176,8958,7240,-1436,-67,-3452,-3450,7212,7212
186,9763,4850,9527,3787,-3090,-893,-3365,2604,566,3776,-3030,-1098,3836,-3090,-882,0,93,0,6036,3947,8907,7222,8962,7193,-1383,-68,-3452,-3453,7186,7186
187,9770,4898,9527,3982,-2122,-2132,-3407,1733,1772,3933,-2039,-2305,4025,-2127,-2122,0,70,0,6039,3947,8907,7187,8958,7181,-1301,-74,-3452,-3405,7215,7215
188,9763,4938,9527,3787,-942,-3101,-3081,681,2826,3673,-827,-3251,3836,-942,-3085,0,28,0,6039,3947,8904,7258,8958,7228,-1202,-71,-3452,-3144,7208,7208
189,9767,4934,9527,3219,297,-3772,-2522,-140,3510,3084,514,-3847,3257,281,-3772,0,-47,0,6039,3947,8907,7199,8965,7228,-1172,-60,-3452,-3128,7208,7208
190,9770,4884,9527,2375,1671,-4048,-1754,-1098,3728,2186,1758,-4096,2424,1671,-4048,0,-108,0,6036,3948,8904,7234,8958,7204,-1243,-37,-3452,-3265,7237,7239
191,9770,4836,9527,1282,2732,-3950,-690,-2187,3529,1076,2770,-3982,1320,2748,-3961,0,-150,0,6036,3948,8900,7059,8958,7110,-1389,-12,-3452,-3357,7164,7166
192,9773,4828,9527,-98,3533,-3436,53,-3126,2953,-340,3527,-3419,-71,3565,-3453,0,-291,0,6036,3947,8904,7258,8958,7228,-1436,4,-3452,-3374,7227,7227
193,9773,4872,9527,-1510,3912,-2657,1243,-3423,2091,-1785,3933,-2472,-1635,3966,-2549,0,-277,0,6039,3947,8900,7234,8958,7240,-1336,28,-3452,-3225,7242,7242
194,9777,4912,9527,-2479,3966,-1716,2243,-3306,1302,-2651,3922,-1574,-2462,4009,-1748,0,-216,0,6045,3948,8897,7199,8958,7110,-1254,37,-3452,-3347,7149,7149
195,9780,4948,9527,-3344,3646,-455,3170,-2939,110,-3490,3538,-281,-3328,3684,-487,0,-188,0,6039,3948,8904,7176,8962,7216,-1172,53,-3452,-3522,7193,7193
196,9783,4924,9527,-3880,2981,784,3660,-2271,-419,-3998,2819,914,-3858,3030,773,0,-141,0,6039,3946,8900,7211,8958,7240,-1196,53,-3452,-3670,7237,7237
197,9780,4870,9527,-4048,2029,2077,3744,-1400,-1526,-4139,1828,2169,-4053,2072,2061,0,-89,0,6036,3945,8907,7187,8958,7228,-1307,56,-3452,-3695,7100,7100
198,9783,4836,9527,-3864,849,3024,3409,-320,-2594,-3890,638,3095,-3869,898,3030,0,-33,0,6032,3946,8904,7047,8958,7086,-1401,57,-3452,-3530,7134,7137
199,9783,4844,9527,-3323,-433,3663,2838,222,-3292,-3306,-665,3684,-3323,-395,3684,0,46,0,6032,3946,8900,7176,8955,7181,-1430,51,-3452,-3546,7181,7183
200,9787,4896,9527,-2468,-1737,3955,1946,1592,-3477,-2261,-2023,3977,-2338,-1878,3993,0,103,0,6039,3946,8904,7141,8958,7145,-1325,20,-3452,-3734,7190,7193
201,9787,4946,9527,-1359,-2798,3879,985,2562,-3288,-1255,-2975,3836,-1348,-2787,3917,0,112,0,6042,3947,8907,7222,8962,7240,-1213,-2,-3452,-3757,7195,7198
202,9777,4956,9527,-130,-3577,3452,-25,3419,-2791,-97,-3695,3349,-125,-3545,3479,0,234,0,6039,3947,8900,7176,8958,7181,-1167,-25,-3452,-3695,7183,7186
203,9783,4918,9527,1271,-4005,2689,-723,3735,-2014,1423,-4047,2553,1266,-3983,2710,0,281,0,6036,3947,8904,7164,8958,7181,-1237,-37,-3452,-3423,7203,7203
204,9780,4862,9527,2402,-4059,1661,-1878,3667,-1056,2521,-4031,1466,2424,-4048,1682,0,163,0,6036,3947,8904,7234,8958,7204,-1360,-54,-3452,-3327,7210,7212
205,9780,4832,9527,3251,-3750,389,-2796,3252,86,3273,-3755,183,3284,-3756,411,0,121,0,6036,3947,8907,7199,8958,7228,-1407,-67,-3452,-3456,7225,7225
206,9770,4854,9527,3793,-3079,-915,-3337,2601,601,3765,-3035,-1103,3836,-3090,-888,0,103,0,6036,3947,8910,7211,8965,7240,-1377,-68,-3452,-3442,7200,7200
207,9773,4906,9527,3982,-2105,-2143,-3428,1704,1789,3933,-2039,-2315,4031,-2127,-2122,0,79,0,6042,3948,8907,7211,8962,7181,-1301,-74,-3452,-3405,7205,7205
208,9770,4942,9527,3782,-937,-3106,-3063,674,2847,3673,-822,-3246,3830,-947,-3090,0,37,0,6036,3948,8904,7222,8958,7251,-1208,-74,-3452,-3158,7200,7200
209,9770,4936,9527,3208,297,-3772,-2543,-124,3526,3084,503,-3852,3257,286,-3772,0,-47,0,6042,3949,8907,7222,8958,7204,-1172,-59,-3452,-3138,7212,7215
210,9777,4890,9527,2386,1677,-4026,-1718,-1086,3718,2180,1758,-4090,2429,1671,-4042,0,-118,0,6036,3949,8904,7234,8958,7228,-1249,-34,-3452,-3272,7227,7227
211,9783,4842,9527,1276,2716,-3961,-660,-2210,3524,1076,2770,-3982,1314,2737,-3972,0,-174,0,6036,3948,8900,7082,8955,7122,-1377,-13,-3452,-3346,7146,7146
212,9780,4830,9527,91,3457,-3507,42,-3067,3028,-162,3468,-3495,97,3506,-3528,0,-253,0,6039,3948,8904,7199,8962,7251,-1436,5,-3452,-3405,7208,7210
213,9787,4878,9527,-1499,3912,-2652,1241,-3444,2161,-1715,3922,-2532,-1478,3955,-2668,0,-291,0,6039,3947,8910,7211,8962,7216,-1348,26,-3452,-3211,7248,7248
214,9793,4922,9527,-2484,3960,-1710,2238,-3346,1316,-2651,3895,-1617,-2468,4009,-1748,0,-235,0,6039,3948,8900,7153,8955,7098,-1243,34,-3452,-3311,7178,7178
215,9790,4952,9527,-3344,3641,-455,3177,-2939,103,-3490,3527,-286,-3323,3679,-482,0,-207,0,6042,3948,8904,7222,8958,7204,-1167,52,-3452,-3499,7212,7215
216,9793,4932,9527,-3886,2975,784,3665,-2266,-442,-3966,2829,968,-3864,3024,779,0,-169,0,6032,3947,8904,7222,8958,7240,-1196,55,-3452,-3656,7242,7244
217,9793,4872,9527,-4069,1904,2202,3723,-1313,-1648,-4079,1758,2288,-4053,1937,2202,0,-94,0,6036,3947,8897,7035,8955,7074,-1319,58,-3452,-3687,7139,7142
218,9797,4840,9527,-3875,849,3019,3409,-292,-2611,-3836,606,3138,-3869,887,3030,0,-43,0,6036,3947,8907,7164,8958,7169,-1389,58,-3452,-3557,7176,7181
219,9793,4850,9527,-3328,-439,3657,2812,262,-3306,-3246,-681,3722,-3323,-390,3679,0,46,0,6036,3946,8904,7199,8958,7193,-1424,50,-3452,-3533,7198,7198
220,9793,4896,9527,-2462,-1748,3955,2037,1456,-3475,-2397,-1953,3949,-2462,-1727,3982,0,107,0,6039,3947,8904,7176,8958,7181,-1325,25,-3452,-3684,7198,7198
221,9787,4952,9527,-1191,-2928,3857,857,2704,-3224,-1098,-3078,3787,-1202,-2906,3879,0,131,0,6039,3949,8900,7222,8955,7204,-1208,-4,-3452,-3727,7210,7212
222,9790,4962,9527,-125,-3572,3452,-18,3405,-2793,-97,-3679,3354,-125,-3539,3490,0,248,0,6036,3948,8904,7199,8958,7204,-1161,-23,-3452,-3713,7200,7200
223,9783,4922,9527,1271,-4005,2689,-725,3730,-2011,1428,-4047,2537,1260,-3983,2716,0,299,0,6036,3948,8904,7222,8958,7193,-1225,-37,-3452,-3424,7181,7183
224,9790,4870,9527,2407,-4064,1655,-1866,3667,-1070,2456,-4085,1504,2424,-4048,1682,0,192,0,6026,3947,8907,7246,8962,7204,-1342,-48,-3452,-3356,7186,7188
225,9793,4840,9527,3257,-3761,405,-2826,3255,74,3273,-3755,194,3278,-3750,416,0,140,0,6036,3947,8904,7234,8962,7216,-1413,-66,-3452,-3442,7225,7225
226,9777,4856,9527,3793,-3101,-904,-3327,2601,601,3760,-3040,-1103,3820,-3096,-893,0,117,0,6036,3947,8904,7211,8958,7216,-1389,-67,-3452,-3446,7212,7212
227,9780,4910,9527,3977,-2127,-2132,-3426,1693,1789,3917,-2056,-2315,4031,-2127,-2127,0,79,0,6039,3948,8913,7199,8965,7228,-1290,-72,-3452,-3394,7208,7210
228,9780,4950,9527,3782,-947,-3101,-3070,629,2850,3717,-768,-3235,3825,-953,-3096,0,37,0,6036,3948,8904,7234,8958,7263,-1184,-71,-3452,-3114,7227,7227
229,9780,4938,9527,3214,297,-3772,-2555,-131,3519,3084,503,-3847,3262,286,-3772,0,-43,0,6039,3948,8904,7211,8962,7193,-1172,-59,-3452,-3126,7222,7225
230,9780,4892,9527,2375,1677,-4042,-1711,-1096,3718,2191,1753,-4079,2429,1671,-4042,0,-118,0,6036,3948,8904,7292,8962,7251,-1254,-34,-3452,-3272,7239,7239
231,9790,4846,9527,1271,2732,-3967,-665,-2206,3515,1065,2770,-3982,1325,2743,-3967,0,-155,0,6036,3947,8900,7164,8958,7110,-1372,-11,-3452,-3353,7168,7168
232,9790,4832,9527,70,3457,-3523,35,-3039,3028,-162,3462,-3495,97,3495,-3534,0,-263,0,6039,3947,8904,7222,8958,7251,-1430,4,-3452,-3393,7225,7225
233,9793,4880,9527,-1499,3912,-2646,1241,-3435,2154,-1709,3928,-2526,-1483,3949,-2668,0,-291,0,6039,3948,8900,7164,8955,7122,-1354,27,-3452,-3228,7132,7134
234,9803,4926,9527,-2479,3966,-1710,2231,-3327,1313,-2651,3890,-1623,-2457,4009,-1743,0,-221,0,6042,3948,8900,7129,8955,7169,-1243,36,-3452,-3308,7225,7225
235,9800,4956,9527,-3339,3646,-460,3166,-2934,110,-3495,3533,-286,-3317,3679,-493,0,-197,0,6042,3948,8900,7222,8955,7193,-1172,54,-3452,-3540,7122,7122
236,9810,4940,9527,-3880,2986,789,3644,-2292,-423,-3987,2824,919,-3858,3035,779,0,-146,0,6045,3947,8904,7129,8958,7110,-1190,56,-3452,-3657,7190,7190
237,9803,4882,9527,-4059,2039,2066,3742,-1414,-1531,-4133,1834,2169,-4053,2072,2061,0,-89,0,6036,3945,8904,7258,8952,7216,-1325,57,-3452,-3718,7222,7225
238,9800,4842,9527,-3869,860,3013,3412,-316,-2594,-3895,643,3095,-3869,892,3024,0,-29,0,6039,3947,8907,7234,8962,7263,-1401,58,-3452,-3555,7248,7248
239,9800,4854,9527,-3328,-433,3652,2814,213,-3295,-3300,-660,3684,-3323,-385,3684,0,42,0,6036,3947,8904,7071,8958,7062,-1418,50,-3452,-3517,7098,7100
240,9807,4908,9527,-2349,-1889,3971,1896,1620,-3480,-2250,-2088,3960,-2338,-1878,3993,0,93,0,6036,3947,8907,7153,8962,7157,-1319,21,-3452,-3724,7151,7151
241,9803,4952,9527,-1348,-2803,3885,969,2606,-3269,-1201,-2970,3847,-1348,-2793,3912,0,117,0,6036,3948,8910,7211,8962,7193,-1208,-1,-3452,-3752,7190,7193
242,9800,4970,9527,-120,-3577,3452,-18,3419,-2786,-48,-3679,3338,-120,-3539,3490,0,248,0,6036,3948,8904,7176,8958,7204,-1161,-25,-3452,-3718,7186,7186
243,9803,4930,9527,1271,-4010,2678,-742,3721,-2028,1423,-4041,2548,1260,-3983,2716,0,290,0,6036,3948,8907,7164,8962,7204,-1231,-36,-3452,-3424,7193,7193
244,9800,4872,9527,2413,-4059,1671,-1889,3667,-1072,2451,-4096,1498,2424,-4042,1682,0,173,0,6036,3947,8907,7164,8958,7263,-1331,-48,-3452,-3322,7212,7212
245,9797,4846,9527,3343,-3691,216,-2915,3173,58,3349,-3652,173,3370,-3696,238,0,107,0,6036,3948,8907,7258,8962,7228,-1418,-71,-3452,-3420,7227,7230
246,9800,4864,9527,3793,-3085,-910,-3337,2599,611,3776,-3035,-1098,3830,-3096,-888,0,98,0,6036,3947,8907,7187,8962,7204,-1389,-67,-3452,-3488,7217,7217
247,9793,4912,9527,3982,-2111,-2149,-3416,1704,1796,3922,-2039,-2315,4025,-2132,-2127,0,70,0,6039,3947,8907,7211,8962,7216,-1313,-75,-3452,-3378,7208,7208
248,9797,4954,9527,3771,-931,-3106,-3114,655,2845,3684,-822,-3235,3825,-953,-3090,0,32,0,6042,3948,8907,7222,8965,7216,-1202,-71,-3452,-3142,7208,7208
249,9793,4946,9527,3219,297,-3766,-2522,-135,3524,3084,514,-3857,3268,286,-3761,0,-47,0,6036,3948,8904,7222,8958,7204,-1184,-59,-3452,-3107,7227,7227
250,9793,4902,9527,2380,1661,-4042,-1714,-1077,3730,2186,1758,-4096,2429,1677,-4053,0,-113,0,6036,3949,8907,7222,8965,7251,-1260,-34,-3452,-3276,7248,7248
251,9800,4854,9527,1282,2716,-3961,-686,-2234,3512,1071,2770,-3982,1314,2737,-3961,0,-160,0,6032,3948,8900,7082,8958,7134,-1383,-10,-3452,-3398,7171,7173
252,9800,4844,9527,97,3468,-3512,-25,-3086,3021,-162,3533,-3446,108,3506,-3528,0,-253,0,6032,3948,8900,7234,8958,7228,-1442,6,-3452,-3384,7234,7237
253,9807,4890,9527,-1499,3906,-2652,1241,-3451,2147,-1709,3933,-2526,-1483,3949,-2673,0,-277,0,6039,3948,8907,7199,8962,7145,-1336,27,-3452,-3263,7125,7127
254,9813,4934,9527,-2479,3966,-1710,2220,-3358,1316,-2651,3895,-1617,-2462,4009,-1743,0,-216,0,6039,3949,8904,7153,8962,7134,-1260,37,-3452,-3314,7220,7220
255,9810,4962,9527,-3344,3630,-450,3185,-2941,112,-3490,3527,-286,-3317,3684,-482,0,-202,0,6036,3948,8897,7199,8952,7157,-1184,53,-3452,-3555,7129,7132
256,9820,4946,9527,-3880,2970,800,3672,-2283,-419,-4004,2813,909,-3858,3024,779,0,-164,0,6039,3947,8904,7176,8958,7157,-1202,56,-3452,-3676,7190,7193
257,9817,4890,9527,-4059,2029,2072,3744,-1423,-1536,-4128,1839,2180,-4059,2077,2072,0,-99,0,6032,3947,8904,7211,8958,7251,-1313,57,-3452,-3700,7227,7230
258,9813,4848,9527,-3869,860,3019,3433,-299,-2576,-3895,638,3084,-3858,892,3024,0,-43,0,6032,3948,8900,7246,8955,7228,-1413,55,-3452,-3542,7227,7227
259,9803,4858,9527,-3323,-433,3663,2803,213,-3285,-3311,-660,3684,-3323,-385,3684,0,46,0,6029,3949,8907,7199,8962,7251,-1418,52,-3452,-3569,7212,7215
260,9813,4906,9527,-2468,-1748,3955,2025,1468,-3475,-2380,-1947,3955,-2468,-1727,3977,0,103,0,6029,3950,8907,7211,8962,7204,-1336,24,-3452,-3703,7217,7217
261,9800,4954,9527,-1348,-2798,3885,990,2580,-3266,-1260,-2975,3830,-1353,-2787,3912,0,145,0,6026,3951,8904,7258,8958,7240,-1213,-1,-3452,-3765,7242,7242
262,9800,4966,9527,-136,-3561,3446,-37,3400,-2782,-102,-3695,3349,-125,-3539,3484,0,238,0,6026,3951,8907,7176,8965,7240,-1161,-24,-3452,-3699,7198,7198
263,9800,4926,9527,1266,-4005,2683,-723,3721,-2018,1417,-4047,2543,1266,-3983,2716,0,295,0,6019,3952,8907,7222,8962,7193,-1237,-37,-3452,-3413,7222,7222
264,9800,4874,9527,2407,-4053,1650,-1903,3665,-1037,2521,-4020,1466,2418,-4042,1682,0,168,0,6019,3951,8904,7234,8958,7228,-1336,-50,-3452,-3342,7230,7234
265,9793,4844,9527,3262,-3745,400,-2873,3236,60,3376,-3636,178,3365,-3696,248,0,131,0,6023,3952,8900,7211,8958,7181,-1418,-72,-3452,-3477,7120,7122
266,9800,4868,9527,3787,-3090,-904,-3344,2587,627,3836,-2970,-1141,3825,-3090,-888,0,126,0,6023,3953,8904,7117,8958,7098,-1389,-68,-3452,-3455,7129,7129
267,9803,4916,9527,3987,-2122,-2143,-3407,1702,1800,3966,-1980,-2326,4025,-2122,-2127,0,79,0,6023,3953,8907,7176,8962,7193,-1301,-71,-3452,-3408,7190,7190
268,9803,4960,9527,3776,-937,-3101,-3079,625,2836,3673,-827,-3251,3836,-942,-3090,0,37,0,6026,3954,8907,7199,8962,7240,-1208,-72,-3452,-3127,7203,7203
269,9800,4946,9527,3154,557,-3804,-2447,-257,3599,2986,627,-3890,3208,551,-3794,0,-47,0,6026,3955,8907,7211,8958,7240,-1172,-58,-3452,-3118,7227,7227
270,9803,4900,9527,2369,1671,-4042,-1733,-1081,3730,2180,1747,-4101,2418,1671,-4048,0,-108,0,6026,3955,8907,7270,8958,7251,-1260,-34,-3452,-3233,7244,7247
271,9803,4858,9527,1271,2743,-3956,-688,-2231,3522,1065,2775,-3977,1325,2743,-3967,0,-169,0,6023,3954,8904,7164,8958,7134,-1372,-11,-3452,-3365,7171,7171
272,9810,4846,9527,81,3457,-3518,32,-3053,3025,-162,3468,-3495,97,3500,-3534,0,-263,0,6023,3954,8904,7258,8958,7228,-1424,5,-3452,-3407,7234,7234
273,9813,4892,9527,-1499,3912,-2646,1248,-3421,2154,-1715,3922,-2532,-1483,3949,-2668,0,-291,0,6026,3954,8897,7059,8955,7062,-1348,19,-3450,-3234,7149,7151
274,9820,4938,9527,-2479,3971,-1716,2236,-3337,1313,-2672,3879,-1634,-2457,4014,-1737,0,-235,0,6026,3956,8907,7246,8962,7228,-1254,35,-3450,-3337,7234,7237
275,9823,4970,9527,-3344,3652,-466,3175,-2950,110,-3484,3538,-281,-3312,3684,-482,0,-211,0,6023,3955,8897,7082,8952,7050,-1178,51,-3450,-3520,7149,7149
276,9823,4942,9527,-3891,2997,784,3686,-2269,-430,-3960,2824,968,-3864,3024,773,0,-155,0,6026,3956,8894,7176,8958,7204,-1208,58,-3450,-3647,7217,7217
277,9823,4894,9527,-4064,2045,2061,3730,-1430,-1531,-4144,1828,2164,-4053,2083,2072,0,-104,0,6023,3954,8907,7199,8962,7240,-1301,58,-3450,-3721,7234,7237
278,9823,4854,9527,-3875,865,3013,3430,-325,-2583,-3890,638,3089,-3869,892,3024,0,-33,0,6019,3953,8900,7093,8955,7110,-1413,58,-3450,-3548,7129,7129
279,9820,4862,9527,-3334,-439,3657,2836,206,-3290,-3306,-654,3690,-3317,-390,3679,0,46,0,6023,3954,8904,7129,8955,7181,-1424,51,-3450,-3543,7156,7159
280,9830,4910,9527,-2452,-1754,3966,2000,1456,-3491,-2386,-1947,3955,-2457,-1721,3982,0,98,0,6023,3955,8904,7199,8962,7157,-1336,25,-3450,-3705,7203,7205
281,9823,4964,9527,-1348,-2814,3890,983,2559,-3285,-1249,-2970,3841,-1348,-2787,3917,0,126,0,6019,3956,8904,7234,8958,7251,-1208,2,-3450,-3766,7215,7217
282,9813,4974,9527,-136,-3583,3441,-23,3409,-2784,-102,-3690,3349,-136,-3545,3479,0,257,0,6023,3956,8907,7222,8958,7193,-1167,-22,-3450,-3720,7203,7205
283,9817,4934,9527,1271,-4005,2683,-730,3730,-2025,1423,-4041,2548,1271,-3978,2716,0,304,0,6023,3957,8900,7222,8955,7216,-1219,-36,-3450,-3420,7203,7205
284,9817,4884,9527,2407,-4064,1661,-1857,3676,-1063,2451,-4090,1504,2418,-4048,1682,0,192,0,6016,3956,8904,7281,8958,7228,-1336,-49,-3450,-3354,7237,7237
285,9813,4852,9527,3246,-3761,394,-2805,3241,79,3268,-3760,189,3284,-3761,411,0,121,0,6016,3957,8907,7281,8962,7228,-1430,-66,-3450,-3452,7176,7178
286,9810,4872,9527,3793,-3085,-904,-3341,2594,594,3771,-3035,-1103,3830,-3090,-882,0,93,0,6023,3958,8904,7176,8962,7181,-1372,-68,-3450,-3446,7176,7176
287,9813,4920,9527,3982,-2122,-2132,-3430,1704,1789,3928,-2045,-2310,4020,-2132,-2122,0,65,0,6023,3958,8904,7176,8965,7228,-1295,-73,-3450,-3394,7217,7220
288,9813,4966,9527,3728,-769,-3209,-3053,477,2948,3625,-649,-3327,3776,-785,-3193,0,28,0,6026,3957,8904,7222,8958,7228,-1190,-73,-3450,-3101,7217,7220
289,9810,4956,9527,3214,292,-3772,-2482,-119,3531,3100,562,-3830,3262,286,-3772,0,-43,0,6023,3958,8907,7211,8965,7216,-1172,-60,-3450,-3073,7232,7234
290,9817,4902,9527,2256,1801,-4053,-1613,-1248,3714,2039,1882,-4068,2294,1823,-4053,0,-118,0,6023,3958,8904,7270,8958,7204,-1272,-33,-3450,-3272,7125,7125
291,9820,4864,9527,1282,2716,-3961,-695,-2229,3522,1071,2770,-3977,1325,2737,-3972,0,-150,0,6019,3958,8907,7164,8962,7181,-1366,-9,-3450,-3350,7212,7215
292,9827,4852,9527,81,3473,-3518,42,-3067,3021,-156,3479,-3495,102,3511,-3528,0,-249,0,6023,3958,8900,7211,8958,7145,-1436,8,-3450,-3393,7144,7146
293,9833,4898,9527,-1505,3912,-2652,1241,-3461,2149,-1709,3933,-2526,-1478,3955,-2673,0,-282,0,6023,3957,8907,7199,8962,7216,-1348,20,-3450,-3236,7237,7239
294,9830,4944,9527,-2484,3971,-1710,2224,-3341,1316,-2662,3890,-1623,-2457,4004,-1754,0,-216,0,6026,3957,8904,7187,8958,7134,-1237,37,-3450,-3316,7164,7166
295,9837,4976,9527,-3344,3641,-460,3135,-2943,107,-3495,3533,-281,-3323,3679,-482,0,-188,0,6029,3956,8904,7222,8958,7204,-1167,53,-3450,-3556,7215,7217
296,9837,4956,9527,-3891,2975,784,3667,-2285,-421,-3987,2824,919,-3864,3030,773,0,-150,0,6023,3955,8900,7176,8955,7157,-1190,55,-3450,-3633,7142,7142
297,9833,4900,9527,-4053,2023,2072,3754,-1412,-1526,-4133,1828,2169,-4053,2077,2066,0,-80,0,6026,3956,8904,7117,8955,7216,-1313,55,-3450,-3700,7203,7205
298,9837,4862,9527,-3869,844,3019,3426,-316,-2583,-3890,638,3095,-3864,898,3035,0,-43,0,6019,3956,8907,7246,8962,7228,-1395,56,-3450,-3539,7225,7227
299,9830,4868,9527,-3323,-428,3657,2810,208,-3283,-3306,-654,3679,-3317,-390,3679,0,42,0,6023,3956,8904,7176,8958,7228,-1401,50,-3450,-3553,7230,7230
300,9830,4916,9527,-2473,-1737,3955,2021,1475,-3470,-2321,-1964,3987,-2462,-1727,3977,0,93,0,6023,3956,8910,7234,8962,7216,-1319,25,-3450,-3728,7227,7230
301,9823,4966,9527,-1353,-2793,3879,990,2555,-3278,-1255,-2975,3830,-1348,-2787,3912,0,135,0,6019,3958,8904,7211,8958,7240,-1225,-3,-3450,-3731,7234,7237
302,9823,4978,9527,-130,-3572,3452,-46,3409,-2779,-102,-3690,3354,-125,-3539,3490,0,229,0,6016,3958,8907,7258,8958,7251,-1167,-25,-3450,-3699,7215,7217
303,9820,4936,9527,1266,-4010,2683,-735,3716,-2011,1423,-4047,2543,1266,-3988,2716,0,290,0,6019,3958,8900,7234,8958,7204,-1237,-37,-3450,-3412,7230,7232
304,9820,4886,9527,2402,-4059,1655,-1875,3662,-1067,2451,-4096,1498,2418,-4048,1682,0,168,0,6016,3956,8907,7316,8962,7251,-1313,-49,-3450,-3332,7225,7227
305,9813,4852,9527,3257,-3750,389,-2807,3262,81,3268,-3760,183,3289,-3756,411,0,126,0,6016,3956,8904,7199,8962,7181,-1413,-66,-3450,-3406,7137,7139
306,9820,4876,9527,3782,-3079,-910,-3363,2592,599,3771,-3035,-1109,3820,-3096,-893,0,103,0,6019,3957,8907,7141,8965,7110,-1383,-67,-3450,-3475,7154,7156
